River,Point bar designation,CB name,State/Province/ Region,Basin or Location,Country,Continent,Designation,Latitude,Longitude,Age,Abandonment type,Channel-belt Character,Accretion dominance,No of channels,Channel Length (m),Channel width (m),Channel Area (km2),Channel W/T,Bar Area (km2),Amplitude (m),CB Width (2x Amplitude - m),Measured Channel-belt Width (m),Channel-belt 1/2 wavelength (m),Meander wavelength (2x 1/2 lambd,Long axis Length (m),Short Axis Length (m),Thickness (m),CB W/T,"CB
wavelength
/ thickness","CB 1/2
wavelength / amplitude",Bankfull Thickness Type,Mean Bankfull thickness (m),Maximum Bankfull thickness (m),Intermediate Bankfull Thickness (m),Eddy Accretion thickness (m),Contributing Drainage Area (km2),Contributing Drainage Basin Length - (km),Drainage Basin Length to CB from Baselevel (km),Valley Slope (*10-3),Channel Slope (*10-3),Sinuosity,Channel Distance from baselevel (km),Max catchment Relief (km),"Q
(bankfull) cms","Koeppen _ Climate
_class_ pointbar",Koeppen Climate class_ pointbar_simplified,"Koeppen climate_ class_simplified
_ptbar_wet/dry",Sources
Strickland,4b,Strickland,PNG,Foreland,PNG,SEAS,Foreland,-7.166,141.841,Holocene,cut-off,Single Thread,Lateral,1,9180,330,2.990,30,5.140,3170,6340,7133,2060,4120,3170,2060,11,576,375,0.65,mean,11,13,,,"36,000",444,36,0.04,0.02,2.3,,,7232,Am,equatorial,humid,"Aalto et al., 2008;  Swanson et al., 2008;  Lauer et al 2008"
Teshio,1,Teshio,Japan,Japan,Japan,AS,Japan,44.935,141.895,Holocene,cut-off,Single Thread,Lateral,1,3210,100,0.309,13,0.626,1150,2300,,780,1560,1150,780,8,288,195,0.68,mean,8,10,,,"5,340",155,20,0.00,0.00,,,,,Dfb,snow,,"Iseya and Ikeda, 1989"
Tisza,p2,Tisza,Hungary,Panonian Basin,Hungary,EU,Panonian Basin,47.831,20.885,Pleistocene,cut-off,Single Thread,Lateral,1,7170,206,1.480,23,3.500,2860,5720,5102,1470,2940,2860,1470,9,636,327,0.51,maximum,,9,,,"63,000",350,,0.00,0.00,,,,,Cfb,warm temperate,humid,"Gabris and Nador, 2007; Loczy et al., 2009"
Tisza,1_Hodos,Tisza,Hungary,Panonian Basin,Hungary,EU,Panonian Basin,47.885,21.158,Pleistocene,cut-off,Single Thread,Lateral,1,4770,280,1.351,25,1.580,1670,3340,,1270,2540,1670,1260,11,304,231,0.76,maximum,,11,,,"63,000",350,,0.00,0.00,,,,,Cfb,warm temperate,humid,"Timar et al 2005; Loczy et al., 2009"
Tisza,Katahalon2,Tisza,Hungary,Panonian Basin,Hungary,EU,Panonian Basin,47.957,21.141,Holocene,cut-off,Single Thread,Lateral,1,3650,110,0.417,15,1.020,1640,3280,,890,1780,1640,890,8,437,237,0.54,mean,8,,,,"63,000",350,,0.00,0.00,,,,2283,Cfb,warm temperate,humid,"Timar et al 2005; Loczy et al., 2009"
Tisza,kiralyer2,Tisza,Hungary,Panonian Basin,Hungary,EU,Panonian Basin,47.901,21.112,Pleistocene,cut-off,Single Thread,Lateral,1,7640,260,2.020,24,5.200,2590,5180,,2970,5940,2970,2590,11,471,540,1.15,maximum,,11,,,"63,000",350,,0.00,0.00,,,,,Cfb,warm temperate,humid,"Timar et al., 2005; Gabris and Nador 2007"
Tisza - Koros,3_Dvs1,Tisza - Koros,Hungary,Panonian Basin,Hungary,EU,Panonian Basin,47.058,20.873,Pleistocene,cut-off,Single Thread,Lateral,1,5960,240,1.450,30,3.250,2000,4000,,2270,4540,2270,2000,8,500,568,1.14,mean,8,,,,"17,887",85,,0.00,0.00,,,,,Cfb,warm temperate,humid,Gabris and Nador 2007
Tizsa - Koros,2_Tur1,Tizsa - Koros,Hungary,Panonian Basin,Hungary,EU,Panonian Basin,47.061,20.816,Pleistocene,cut-off,Single Thread,Lateral,1,8590,280,2.400,40,4.700,2850,5700,,2270,4540,2850,2270,7,814,649,0.80,mean,7,,,,"17,887",85,,0.00,0.00,,,,,Cfb,warm temperate,humid,Gabris and Nador 2007
Tongue River,Brandenberg 1,Tongue River,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,45.841,-106.227,Holocene,cut-off,Single Thread,Lateral,1,430,20,0.008,8,0.018,150,300,1440,190,380,190,150,2,125,158,1.27,maximum,,2.4,,,10186,180,80,1.91,0.98,2.0,,,49.8,Bsk,arid,arid,Chase 2004; USGS_Brandenburg: 1973-2007
Tongue River,Brandenberg2,Tongue River,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,45.836,-106.217,Holocene,cut-off,Single Thread,Lateral,1,970,40,0.041,17,0.054,440,880,1440,180,360,440,180,2,367,150,0.41,maximum,,2.4,,,10186,180,80,1.91,0.98,2.0,,,49.8,Bsk,arid,arid,Chase 2004; USGS_Brandenburg: 1973-2007
Tongue River,Brandenberg3,Tongue River,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,45.831,-106.223,Holocene,cut-off,Single Thread,Lateral,1,1140,30,0.034,13,0.115,440,880,1440,350,700,440,350,2,367,292,0.80,maximum,,2.4,,,10186,180,80,1.91,0.98,2.0,,,49.8,Bsk,arid,arid,Chase 2004; USGS_Brandenburg: 1973-2007
Tongue River,Brandenberg4,Tongue River,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,45.835,-106.222,Holocene,cut-off,Single Thread,Lateral,1,780,40,0.031,17,0.063,240,480,1440,370,740,370,240,2,200,308,1.54,maximum,,2.4,,,10186,180,80,1.91,0.98,2.0,,,49.8,Bsk,arid,arid,Chase 2004; USGS_Brandenburg: 1973-2007
Tongue River,MilesCityptbar1,Tongue River,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,46.371,-105.844,Holocene,cut-off,Single Thread,Lateral - Translation,1,1320,30,0.046,7,0.116,660,1320,1837,240,480,660,240,5,287,104,0.36,mean,4.6,,,,13924,260,0,1.06,0.66,1.6,,,75.9,Bsk,arid,arid,Chase 2004; MilesCity_1938-2008
Tongue River,MilesCityptbar2,Tongue River,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,46.385,-105.839,Holocene,cut-off,Single Thread,Lateral - Translation,1,2120,60,0.128,13,0.393,850,1700,1837,650,1300,850,650,5,370,283,0.76,mean,4.6,,,,13924,260,0,1.06,0.66,1.6,,,75.9,Bsk,arid,arid,Chase 2004;  MilesCity_1938-2008
Tongue River,State line,Tongue River,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,45.010,-106.832,Holocene,confined,Single Thread,Lateral - Translation,1,1720,40,0.071,15,0.174,800,1600,632,600,1200,800,600,3,593,444,0.75,intermediate,2.7,3.7,3,,3811,183,77,0.00,0.00,,,,45,Bsk,arid,arid,"Chase, 2004"
Tongue River,BirneyBridge,Tongue River,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,45.406,-106.461,Holocene,confined,Single Thread,Lateral,1,1370,30,0.045,17,0.157,480,960,754,430,860,480,430,2,533,478,0.90,mean,1.8,2.7,,,6762,128,132,1.65,0.86,1.9,,,45,Bsk,arid,arid,"Chase, 2004; USGS: BirneyBridge:1980-2008"
Tongue_Pumpkin creek,1,Tongue_Pumpkin creek,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,46.236,-105.727,Holocene,cut-off,Single Thread,Lateral,1,640,20,0.010,20,0.031,290,580,699,150,300,290,150,1,580,300,0.52,maximum,1,1.1,,,1798,108,2.5,3.07,1.23,2.5,,,12,Bsk,arid,arid,"Chase, 2004; USGS: BirneyBridge:1980-2008"
Tongue_Pumpkin creek,2,Tongue_Pumpkin creek,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,46.235,-105.709,Holocene,cut-off,Single Thread,Lateral,1,1290,20,0.032,20,0.063,410,820,699,270,540,410,270,1,820,540,0.66,maximum,1,1.1,,,1798,108,3.8,3.07,1.23,2.5,,,12,Bsk,arid,arid,"Chase, 2004; USGS: BirneyBridge:1980-2008"
Tongue_Pumpkin creek,3,Tongue_Pumpkin creek,Montana,Mississippi Tributitve,USA,NA,Gulf Tributive,46.230,-105.704,Holocene,cut-off,Single Thread,Lateral,1,1430,30,0.039,30,0.113,580,1160,699,290,580,580,290,1,1160,580,0.50,maximum,1,1.1,,,1798,108,4.4,3.07,1.23,2.5,,,12,Bsk,arid,arid,"Chase, 2004; USGS: BirneyBridge:1980-2008"
Trinity,3,Trinity,Texas,GOM,USA,NA,Trinity_Gulf Basin,30.073,-94.795,Pleistocene,cut-off,Single Thread,Lateral - Translation,1,6610,230,1.500,23,2.100,2310,4620,7873,1230,2460,2310,1230,10,462,246,0.53,mean,10,12,,,"46,000",565,30,0.27,0.09,2.9,,0.25,1050,Cfa,warm temperate,humid,Garvin;  2008
Trinity,5,Trinity,Texas,GOM,USA,NA,Trinity_Gulf Basin,30.276,-94.765,Pleistocene,cut-off,Single Thread,Lateral - Translation,1,5682,250,1.400,23,5.600,3180,6360,7366,2220,4440,3180,2220,11,578,404,0.70,mean,11,14,,,"46,000",541,54,0.31,0.11,2.9,,,1050,Cfa,warm temperate,humid,Garvin;  2008
Trinity,8,Trinity,Texas,GOM,USA,NA,Trinity_Gulf Basin,30.445,-94.819,Pleistocene,cut-off,Single Thread,Lateral,1,9030,300,2.670,38,3.960,2900,5800,9013,1910,3820,2900,1910,8,725,478,0.66,mean,8,,,,"46,000",521,74,0.27,0.09,2.9,,,1050,Cfa,warm temperate,humid,Garvin;  2008
Trinity,18,Trinity,Texas,GOM,USA,NA,Trinity_Gulf Basin,30.393,-94.823,Holocene,avulsion,Single Thread,Lateral - Translation,1,3340,110,0.380,10,0.410,1170,2340,2488,490,980,1170,490,11,213,89,0.42,maximum,,,,,"46,000",526,69,0.17,0.10,1.8,,0.25,1050,Cfa,warm temperate,humid,Garvin;  2008
Trinity,4,Trinity,Texas,GOM,USA,NA,Trinity_Gulf Basin,30.091,-94.815,Holocene,avulsion,Single Thread,Lateral,1,3020,120,0.363,12,0.310,960,1920,3170,560,1120,960,560,10,192,112,0.58,maximum,,,,,"46,000",565,30,0.17,0.10,1.8,,0.25,1050,Cfa,warm temperate,humid,"Garvin;  2008; Morton et al., 1996;  Romayor: 1924-2008"
Trinity,6,Trinity,Texas,GOM,USA,NA,Trinity_Gulf Basin,30.508,-94.931,Pleistocene,cut-off,Single Thread,Lateral,1,7530,520,3.900,65,4.600,1730,3460,,1730,3460,3800,1730,8,433,433,1.00,mean,8,,,,"46,000",507,88,0.27,0.09,2.9,,,1050,Cfa,warm temperate,humid,Garvin;  2008
Trinity,7,Trinity,Texas,GOM,USA,NA,Trinity_Gulf Basin,30.471,-94.892,Pleistocene,cut-off,Single Thread,Lateral,1,8580,300,2.500,43,6.600,2750,5500,6375,3210,6420,3210,2750,7,786,917,1.17,maximum,,7,,,"46,000",513,82,0.31,0.11,2.9,,,1050,Cfa,warm temperate,humid,Garvin;  2008
Upper Parana,SS04_1,Upper Parana,Brazil,Foreland?,Brazil,,Foreland?,-22.450265,-53.047579,Holocene,avulsion,Multi-thread,,3,,870,,174,,4266,4266,,3610,7220,,,5,853,1444,0.85,maximum,3,5,,,"797,656","1,200",,0.11,0.04,1.0,,2,,,,,Steaveax and Souza 2004
Wabash (USA),1,Wabash,Indiana,Mississippi Tributitve,USA,NA,Gulf Tributive,38.238775,-87.967525,Holocene,cut-off,Single Thread,Lateral,1,3590,190,0.600,19,0.800,1450,2900,3245,650,1300,1450,650,10,290,130,0.45,maximum,6,10,,,"75,700",475,,0.14,0.06,2.1,,,3350,Cfa,warm temperate,,"Jackson, 1976; USGS - Mt Carmel - 1880-2009"
Weser,Stolzenau 1,Weser,Germany,North Sea Basin,Germany,EU,North Sea Basin,52.534,9.046,Pleistocene,cut-off,Single Thread,Lateral,1,,233,,26,,1960,3920,3575,1042,2084,,,9,436,232,0.53,maximum,5,9,,,"46,306",90,,,,,,0.116,,Cfb,warm temperate,,"Meinke, 1995"
Weser,Stolzenau 2,Weser,Germany,North Sea Basin,Germany,EU,North Sea Basin,52.576,9.102,Holocene,cut-off,Single Thread,Lateral,1,3440,80,0.282,11,1.031,1430,2860,3575,984,1968,,,7,409,281,0.69,mean,7,,,,"46,306",90,,,,,,0.116,,Cfb,warm temperate,,"Meinke, 1995"
